OBJECTID,SciName,ComName,TaxonGroup,ElmCode,FedList,CalList,GRank,SRank,RPlantRank,OthrStatus,OccNumber,EOndx,Mapndx,ElmDate,SiteDate,Sensitive,OccRank,Presence,Accuracy,AccuracyOrder,Trend,OccType,County,Quad,Elevation,Latitude,Longitude,UTM,PLSS,Location,LocDetails,Ecological,ThreatList,Threat,General_,OwnerMgt,LastUpdate,KeyQuad,UTMZone,UTME,UTMN
96,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,13,54900,54900,20160410,20160410,N,A-Excellent,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Santa Paula Peak (3411941) | Ojai (3411942),3370,34.47986,-119.12554,Zone-11 N3817415 E304805,"T05N, R21W, Sec. 31, NW (S)","SISAR CANYON, ABOUT 0.85 MILE NNW OF HOWELL PLACE, NORTHWEST OF SANTA PAULA PEAK.","ON THE WHITE LEDGE TRAIL, ALONG NORDHOFF RIDGE. MAPPED WITHIN THE NW 1/4 OF THE NW 1/4 OF SECTION 31.","ASSOC: PSEUDOTSUGA MACROCARPA, KECKIELLA CORDIFOLIA, RHAMNUS ILICIFOLIA, PELLAEA MUCRONATA, DELPHINIUM, CLARKIA, PENTAGRAMMA TRIANGULARIS, POTENTILLA GLANDULOSA, DUDLEYA LANCEOLATA, UMBELLULARIA CALIFORNICA, ARCTOSTAPHYLOS GLANDULOSA, ETC.",Road/trail construction/maint. | Recreational use (non-ORV),TRAIL MAINTENANCE SHOULD AVOID IMPACTS TO POPULATION. POPULAR HIKING TRAIL- FLOWER PICKING MAY BE AN ISSUE.,ABOUT 470 PLANTS SEEN IN 2000; POSSIBLY THE LARGEST KNOWN POPULATION OF THIS TAXON. FEWER THAN 10 PLANTS SEEN IN 2016. A 1991 BURGESS COLLECTION AND A 2004 MAGNEY PHOTO ARE ALSO ATTRIBUTED TO THIS OCCURRENCE.,USFS-LOS PADRES NF,12/27/2017 12:00:00 AM,Santa Paula Peak (3411941),11,304805,3817415
97,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,14,54902,54902,20090326,20090326,N,B-Good,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),2400,34.46487,-119.12839,Zone-11 N3815757 E304507,"T05N, R22W, Sec. 36, SE (S)","MCGUIRE FLATS, ON THE EAST SIDE OF SISAR CANYON, ABOUT 2 AIR MILES NNE OF SUMMIT SCHOOL, EAST OF OJAI.","""OAK GROVE,"" PAST SECOND CREEK CROSSING IN SISAR CANYON. MAPPED WITHIN THE SE 1/4 OF THE SE 1/4 OF SECTION 36.","ON GENTLE NORTH-FACING SLOPE, WITH UMBELLULARIA CALIFORNICA, QUERCUS AGRIFOLIA, WOODWARDIA FIMBRIATA, SANICULA ARGUTA, RHAMNUS ILICIFOLIA, RIBES MALVACEUM, DELPHINIUM SPP., AND LESSINGIA FILAGINIFOLIA.",,"NO VISIBLE DISTURBANCES IN 2000, ALTHOUGH SITE IS ALONG A VERY POPULAR TRAIL.","ABOUT 42 PLANTS SEEN IN 2000. ABOUT 200 PLANTS SEEN SOMETIME BETWEEN 2000 AND 2004. ABOUT 55 PLANTS SEEN IN 2009. A 1992 BURGESS COLLECTION FROM ""OAK GROVE, SISAR FIRE RD, 1.5 MI FROM TRAILHEAD"" IS ALSO ATTRIBUTED TO THIS OCCURRENCE.",USFS-LOS PADRES NF,4/13/2015 12:00:00 AM,Ojai (3411942),11,304507,3815757
98,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,15,54903,54903,20020309,20020309,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),1700,34.47753,-119.18926,Zone-11 N3817281 E298947,"T05N, R22W, Sec. 28, SW (S)","EAST OF SENIOR CANYON, 0.9 AIR MILE NNW OF THACHER SCHOOL, EAST OF OJAI.","ALONG EAST FORK OF SENIOR CANYON, NOT LABELED ON TOPO MAP. MAPPED WITHIN THE SE 1/4 OF THE SW 1/4 OF SECTION 28.",,,,"ABOUT 20 PLANTS SEEN HERE IN 2002 ACCORDING TO A USFS REPORT. ABOUT 5 PLANTS SEEN HERE ACCORDING TO MAGNEY, OBSERVATION DATE UNKNOWN.",PVT,4/13/2015 12:00:00 AM,Ojai (3411942),11,298947,3817281
99,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,16,54904,54904,,,N,B-Good,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Santa Paula Peak (3411941),3000,34.46851,-119.11993,Zone-11 N3816145 E305293,"T05N, R21W, Sec. 31, S (S)","HOWELL PLACE, DRON PROPERTY, WEST SIDE OF RIDGE BETWEEN SISAR CANYON & BEAR CANYON, 3 AIR MILES NW OF SULPHUR SPRINGS.","TWO COLONIES, MAPPED WITHIN THE SOUTH 1/2 OF SECTION 31 AND THE NW 1/4 OF THE NE 1/4 OF SECTION 6.","ON STEEP, SHADED NORTH-FACING SLOPE. WITH UMBELLULARIA CALIFORNICA, PSEUDOTSUGA MACROCARPA, AND TOXICODENDRON DIVERSILOBUM.",,"CURRENTLY PROTECTED BY LAND OWNER, NEXT TO PARKING AREA.","17 PLANTS SEEN IN 2000 AT NORTH COLONY. SOUTH COLONY: SEEN IN 2001, 69 PLANTS IN 2002, ABOUT 25 IN 2003.","PVT, USFS-LOS PADRES NF",12/21/2017 12:00:00 AM,Santa Paula Peak (3411941),11,305293,3816145
100,Horkelia cuneata var. puberula,mesa horkelia,Dicots,PDROS0W045,None,None,G4T1,S1,1B.1,USFS_S-Sensitive,37,54975,98667,19350622,19350622,N,U-Unknown,Presumed Extant,Circular feature with a 600 meter radius (2/5 mile),60,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),,34.44583,-119.26038,Zone-11 N3813908 E292336,"T04N, R23W, Sec. 11 (S)",OJAI VALLEY NEAR THE CEMETERY.,"EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS BY CNDDB, IN THE VICINITY OF THE NORDHOFF CEMETERY IN OJAI.",,Development,DEVELOPMENT.,"MAIN SOURCE OF INFORMATION FOR THIS SITE IS AN 1895 PETTIBONE COLLECTION; PER B. ERTTER, COLLECTION VARIES TOWARD VAR. CUNEATA. OTHER HISTORIC COLLECTIONS FROM ""OJAI VALLEY"" AND ""UPPER OJAI RD"" ALSO ATTRIBUTED TO THIS SITE. NEEDS FIELDWORK.",UNKNOWN,1/5/2016 12:00:00 AM,Matilija (3411943),11,292336,3813908
101,Horkelia cuneata var. puberula,mesa horkelia,Dicots,PDROS0W045,None,None,G4T1,S1,1B.1,USFS_S-Sensitive,38,54976,54976,19020508,19020508,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Pitas Point (3411934) | White Ledge Peak (3411944),,34.38426,-119.39861,Zone-11 N3807371 E279472,"T04N, R24W, Sec. 33 (S)",CASITAS PASS.,"EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS BY CNDDB, IN THE VICINITY OF EAST AND WEST CASITAS PASS, ON HWY 150. ELEVATION ON COLLECTION LABEL IS 350 FEET BUT THIS IS TOO LOW FOR AREA; POSSIBLY 350 METERS?",,,,ONLY INFORMATION FOR THIS SITE IS 1902 COLLECTION BY HALL. NEEDS FIELDWORK.,UNKNOWN,1/5/2016 12:00:00 AM,White Ledge Peak (3411944),11,279472,3807371
102,Streptanthus campestris,southern jewelflower,Dicots,PDBRA2G0B0,None,None,G3,S3,1B.3,BLM_S-Sensitive | USFS_S-Sensitive,16,55454,55454,19940617,19940617,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,White Ledge Peak (3411944),4700,34.48057,-119.43567,Zone-11 N3818135 E276321,"T05N, R24W, Sec. 30, SW (S)","0.5 AIR MILE ENE OF DIVIDE PEAK, OCEAN VIEW TRAIL, SANTA YNEZ MOUNTAINS.","MAPPED BY CNDDB ACCORDING TO T-R-S PROVIDED BY TAYLOR: T5N, R24W, SE 1/4 OF SW 1/4 OF SECTION 30.","40 DEGREE SLOPE ON SEDIMENTARY CLIFFS IN A PSEUDOTSUGA MACROCARPA GROVE WITH QUERCUS CHRYSOLEPIS, ACER MACROPHYLLUM, AND LITHOCARPUS DENSIFLORUS.",,,"PRIMARY SOURCE OF INFORMATION FOR THIS SITE IS 1994 COLLECTION BY TAYLOR. MENTIONED AS ""RARE"" IN 1994. 1948 COLLECTIONS BY POLLARD FROM ""OCEAN VIEW TRAIL NEAR DIVIDE PEAK"" ARE ALSO ATTRIBUTED TO THIS SITE.",USFS-LOS PADRES NF,1/3/2019 12:00:00 AM,White Ledge Peak (3411944),11,276321,3818135
103,Delphinium umbraculorum,umbrella larkspur,Dicots,PDRAN0B1W0,None,None,G3,S3,1B.3,BLM_S-Sensitive | USFS_S-Sensitive,1,59124,59088,19640521,19640521,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,White Ledge Peak (3411944) | Old Man Mountain (3411954),2000,34.49692,-119.40069,Zone-11 N3819872 E279577,"T05N, R24W, Sec. 21, S (S)",MURIETTA CANYON.,GLADE IN BOTTOM OF CANYON AT 2000 FOOT ELEVATION.,GLADE.,,,1964 POLLARD COLLECTION IS THE ONLY SOURCE FOR THIS OCCURRENCE. NEEDS FIELDWORK.,UNKNOWN,1/4/2005 12:00:00 AM,White Ledge Peak (3411944),11,279577,3819872
104,Delphinium umbraculorum,umbrella larkspur,Dicots,PDRAN0B1W0,None,None,G3,S3,1B.3,BLM_S-Sensitive | USFS_S-Sensitive,28,59317,59281,,,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Fillmore (3411848) | Santa Paula Peak (3411941),,34.44702,-119.01157,Zone-11 N3813558 E315200,"T04N, R20W, Sec. 07 (S)",NORTH SIDE OF SANTA PAULA PEAK.,,,,,BURGESS NOTE CITED IN CNPS SUMMARY. NEEDS FIELDWORK.,USFS-LOS PADRES NF,1/12/2005 12:00:00 AM,Santa Paula Peak (3411941),11,315200,3813558
105,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,26,63386,63294,20010717,20010717,N,B-Good,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953),2500,34.51553,-119.28619,Zone-11 N3821693 E290138,"T05N, R23W, Sec. 16, NE (S)","ALONG ORTEGA TRAIL (23W08), ABOUT 0.75 AIR MILE NORTHWEST OF WHEELER GORGE, ENE OF WHEELER SPRINGS.","AT A PULLOUT ABOUT 0.5 MILE NORTH OF HOLIDAY GROUP CAMPGROUND, 1 MILE NORTH OF WHEELER GORGE. MAPPED WITHIN THE SE 1/4 OF THE NE 1/4 OF SECTION 16.","CHAMISE CHAPARRAL DOMINATED BY CHAMISE WITH LESSER AMOUNTS OF ERIODICTYON, CEANOTHUS CUNEATUS, C. SPINOSUS, C. OLIGANTHUS, RHUS LAURINA, MIMULUS AURANTIACUS, SALVIA MELLIFERA, AND CERCOCARPUS BETULOIDES.",Non-native plant impacts | Erosion/runoff,TRAIL EROSION COULD AFFECT INDIVIDUAL PLANTS. CENTAUREA MELITENSIS AND NON-NATIVE GRASSES ARE THE GREATEST THREAT.,"200 PLANTS SEEN IN 2001. TWO 1949 POLLARD COLLECTIONS FROM ""ORTEGA HILL TRAIL"" AND A 1991 BURGESS COLLECTION FROM ""MATILIJA DRAINAGE, W SIDE OF HWY 33, TRAIL 23W08"" ARE ALSO ATTRIBUTED TO THIS SITE.",USFS-LOS PADRES NF,10/20/2017 12:00:00 AM,Wheeler Springs (3411953),11,290138,3821693
106,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,27,63387,63295,20030804,20030804,N,D-Poor,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953),1859,34.5116,-119.27312,Zone-11 N3821230 E291328,"T05N, R23W, Sec. 15, SE (S)","JUST NORTH OF WHEELER GORGE FIRE STATION AND ACROSS FROM THE WHEELER GORGE CAMPGROUNDS, ENE OF WHEELER SPRINGS.",ACCESS VIA HIGHWAY 33. MAPPED WITHIN THE NW 1/4 OF THE SE 1/4 OF SECTION 15.,VENTURAN COASTAL SAGE SCRUB DOMINATED BY SALVIA APIANA.,Road/trail construction/maint.,SITE BISECTED BY A FOOT TRAIL.,2 PLANTS SEEN IN 2003.,USFS-LOS PADRES NF,12/1/2005 12:00:00 AM,Wheeler Springs (3411953),11,291328,3821230
107,Layia heterotricha,pale-yellow layia,Dicots,PDAST5N070,None,None,G2,S2,1B.1,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,46,67404,67241,20030519,20030519,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Rancho Nuevo Creek (3411964),4900,34.63676,-119.44183,Zone-11 N3835475 E276174,"T06N, R24W, Sec. 05, S (S)","0.8 AIR MILE WEST OF POTRERO SECO CAMPGROUND, WEST OF POTRERO SECO.",ON EITHER SIDE OF A FIRST ORDER EPHEMERAL DRAINAGE.,"ANNUAL GRASSLAND DOMINATED BY BROMUS DIANDRUS, TAENIATHERUM CAPUT-MEDUSA, TRIFOLIUM ALBOPURPUREUM, LOTUS HUMISTRATRUS, L. WRANGLEIANUS, AMSINCKIA SPP, THELYPODIUM LASIOPHYLLUM, AND MADIA ELEGANS SSP. VERNALIS.",Non-native plant impacts,POSSIBLY THREATENED BY COMPETITION WITH BROMUS DIANDRUS AND TAENIATHERUM CAPUT-MEDUSA.,OVER 1000 PLANTS OBSERVED IN 2003.,USFS-LOS PADRES NF,11/28/2006 12:00:00 AM,Rancho Nuevo Creek (3411964),11,276174,3835475
108,Lepechinia rossii,Ross' pitcher sage,Dicots,PDLAM0V060,None,None,G1,S1,1B.2,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,1,68154,68006,19960612,19960612,N,U-Unknown,Presumed Extant,Circular feature with a 600 meter radius (2/5 mile),60,Unknown,Natural/Native occurrence,Ventura,Fillmore (3411848),2200,34.48895,-118.92864,Zone-11 N3818060 E322908,"T05N, R20W, Sec. 25 (S)","TAR CREEK, ALONG OLD DIRT ROAD LEADING DOWN TO SESPE CANYON OFF OF SQUAW FLAT ROAD, TOPATOPA MOUNTAINS.","TWO COLLECTIONS MAPPED AT THIS SITE: ""TAR CREEK, ON EDGE OF OLD ROAD DOWN TO GREEN CABINS ON SESPE CREEK"" AND ""ALONG AN OLD DIRT ROAD...ABOUT THE BASE OF HILL '2582' AT THE BOUNDARY OF SESPE CONDOR SANCTUARY"".","ASSOCIATED WITH CHAPARRAL VEGETATION WITH ADENOSTOMA FASCICULATUM, CERCOCARPUS BETULOIDES, CLEMATIS LASIANTHA, ERIODICTYON CRASSIFOLIUM VAR. NIGRESCENS, ERIOGONUM FASCICULATUM VAR. FOLIOLOSUM, ERIOPHYLLUM CONFERTIFLORUM, ETC.",ORV activity | Mining,THREATS INCLUDE ORV ACTIVITY AND GRADING OF PADS FOR PETROLEUM EXPLORATION AND POTENTIALLY EXTRACTION.,COLLECTED IN THIS VICINITY BY BLAKLEY IN 1994 AND BOYD ET AL. IN 1996. TWO OLD NON-FLOWERING COLLECTIONS FROM EVERMANN AND HOFFMAN AT THIS VICINITY ARE BELIEVED TO BE L. ROSSII BY BOYD AND MISTRETTA.,UNKNOWN,2/2/2007 12:00:00 AM,Fillmore (3411848),11,322908,3818060
109,Imperata brevifolia,California satintail,Monocots,PMPOA3D020,None,None,G4,S3,2B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,13,69834,69065,20050925,20050925,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943) | Wheeler Springs (3411953),1300,34.49367,-119.32797,Zone-11 N3819355 E286246,"T05N, R23W, Sec. 30, N (S)","LYON SPRINGS, NEAR MATILIJA LAKE.","EXACT LOCATION UNKNOWN. MAPPED BY CNDDB ALONG MATILIJA CANYON ROAD IN (WEST TO EAST) SECTIONS 24, 19, 30 AND 29 BASED ON MULTIPLE COLLECTIONS WITH VAGUE LOCATIONAL INFORMATION.","OBSERVATIONS AND COLLECTIONS AFTER 2000 WERE FROM A SULFUR SEEP ON AN ALMOST INACCESSIBLE SLOPE, BUT SOME OLDER COLLECTIONS WERE APPARENTLY FROM THE CANYON FLOOR.",,,"20-50 PLANTS OBSERVED IN 2001. MANY HISTORIC COLLECTIONS INCLUDED IN THIS OCCURRENCE. A PORTION OF THIS OCCURRENCE WAS DROWNED BY MATILIJA LAKE, ACCORDING TO NOTE ADDED LATER TO A 1947 POLLARD COLLECTION FROM THIS SITE. NEEDS FIELDWORK.","USFS-LOS PADRES NF, PVT",11/28/2016 12:00:00 AM,Matilija (3411943),11,286246,3819355
110,Navarretia ojaiensis,Ojai navarretia,Dicots,PDPLM0C130,None,None,G2,S2,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,2,72982,72067,19990714,19990714,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Ventura (3411933),600,34.37303,-119.33119,Zone-11 N3805981 E285643,"T04N, R23W, Sec. 31, SW (S)","COYOTE CREEK CANYON BELOW LAKE CASITAS DAM, RED MOUNTAIN.",AT SCE TOWER #1-2N. MAPPED BY CNDDB ACCORDING TO DIGITAL DATA SUBMITTED BY MAGNEY IN 2008.,,,,UNKNOWN NUMBER OF PLANTS SEEN IN 1999.,USBOR,8/26/2008 12:00:00 AM,Ventura (3411933),11,285643,3805981
111,Navarretia ojaiensis,Ojai navarretia,Dicots,PDPLM0C130,None,None,G2,S2,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,6,72986,72068,20080628,20080628,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),1500,34.46925,-119.23258,Zone-11 N3816450 E294947,"T05N, R22W, Sec. 31, SW (S)","APPROXIMATELY 0.25-0.85 MILE WEST OF GRIDLEY CANYON RD ALONG FOOTHILL TRAIL, NORTH OF OJAI.","MAPPED AS 5 POLYGONS ACCORDING TO DIGITAL DATA SUBMITTED BY MAGNEY IN 2008. A 1960 POLLARD COLLECTION FROM ""FOOTHILL TRAIL"" AND A 1970 POLLARD COLLECTION FROM ""FOOTHILL TRAIL, 0.5 MI W OF GRIDLEY CANYON RD"" ALSO ATTRIBUTED TO THIS SITE.","SMALL GRASSLAND AREA/OPENING IN CHAPARRAL, CLAYEY SOIL, BASE OF N-FACING SLOPE, USUALLY ON A GENTLE TO STEEP N-FACING SLOPE, GRASS SPECIES COVER RELATIVELY SPARSE.",,,"W-MOST POLY: 200 PLANTS IN 2008. 2RD POLY: 1100+ PLANTS IN 2008. 3RD POLY: 200+ PLANTS IN 2008. 2 E-MOST POLYS: 20+ PLANTS IN 2008 ALONG TRAIL, 3000+ PLANTS IN 2008 AT PEAK 1596.",PVT,8/26/2008 12:00:00 AM,Ojai (3411942),11,294947,3816450
112,Navarretia ojaiensis,Ojai navarretia,Dicots,PDPLM0C130,None,None,G2,S2,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,7,72987,72069,20080615,20080615,N,A-Excellent,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942) | Matilija (3411943),1600,34.47065,-119.25028,Zone-11 N3816641 E293325,"T05N, R23W, Sec. 35, W (S)","APPROXIMATELY 0.1-0.4 MILE EAST OF THE INTERSECTION OF FOOTHILL TRAIL WITH STEWART CANYON ON FOOTHILL TRAIL, N OF OJAI.",MAPPED BY CNDDB AS 2 POLYGONS ACCORDING TO DIGITAL DATA SUBMITTED BY MAGNEY IN 2008.,"WILDFLOWER FIELD PATCHES IN OPENINGS OF QUERCUS AGRIFOLIA ALLIANCE & CEANOTHUS-CERCOCARPUS ALLIANCE. GENTLE N-FACING SLOPES, NEAR BASE OF SLOPE; CLAYEY SOILS; FULL SUN OR SHADED. ASSOC INCL BLOOMERIA CROCEA, CORETHROGYNE FILAGINIFOLIA, ETC.",Road/trail construction/maint. | Wood cutting or brush clearing,"POTENTIAL FOR DISTURB FROM EXPANDING FUEL BREAK (NOT LIKELY TO AFFECT THIS SITE), TRAIL MAINTENANCE MAY ALSO THREATEN.",W POLY: 1000 PLANTS IN 2008. E-POLY: ~12 PLANTS IN 2008.,"PVT, USFS-LOS PADRES NF",9/10/2008 12:00:00 AM,Ojai (3411942),11,293325,3816641
113,Navarretia ojaiensis,Ojai navarretia,Dicots,PDPLM0C130,None,None,G2,S2,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,8,72988,72135,20080608,20080608,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),654,34.42674,-119.26317,Zone-11 N3811796 E292032,"T04N, R23W, Sec. 14, N (S)","IN THE VICINITY OF VILLANOVA PREP SCHOOL, WEST SIDE OF HERMOSA RD, NORTH OF CAMP COMFORT.",WEST POLYGON BASED ON A 2008 BURGESS MAP. EAST POLYGON BASED ON DIGITAL DATA SUBMITTED BY MAGNEY IN 2008. PLANTS MAY OCCUR IN OTHER AREAS ALONG HERMOSA RD; NEEDS FIELDWORK.,GROWING ON DRY CLAY LOAM IN SOUTHERN CA GRASSLAND/SOUTHERN OAK WOODLAND AMONG GRASSES AND FORBS. GENTLE N-FACING SLOPE IN FULL SUN.,,,"W POLY: 100S IN 2008 ON BOTH SIDES OF TRAIL (IN SOME AREAS PLANTS WERE DENSE, OTHER AREAS MORE DISPERSED). E POLY: UNK # PLANTS SEEN IN 2008. GOWEN FOUND PLANTS 25-50 YARDS FROM HERMOSA RD ON THE PVT SIDE OF FENCE; EXACT LOCATION UNK.",UNKNOWN,8/18/2016 12:00:00 AM,Matilija (3411943),11,292032,3811796
114,Navarretia ojaiensis,Ojai navarretia,Dicots,PDPLM0C130,None,None,G2,S2,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,9,72989,72065,19630726,19630726,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),2000,34.40308,-119.24255,Zone-11 N3809130 E293868,"T04N, R23W, Sec. 25, N (S)","SULPHUR MTN RD, CA. 8 MI S OF JUNCTION WITH STATE HWY 150.",EXACT LOCATION UNKNOWN. MAPPED BY CNDDB APPROX 8 MI SW OF THE INTERSECTION OF SULPHUR MTN RD AND HWY 150 ALONG SULPHUR MTN RD. MAGNEY SYAS THAT THE POPULATION IS LIKELY ON APN 0350070230 BUT HAS NOT BEEN FIELD-CHECKED.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1963 CHANDLER COLLECTION. NEEDS FIELDWORK.,UNKNOWN,8/26/2008 12:00:00 AM,Ojai (3411942),11,293868,3809130
115,Navarretia ojaiensis,Ojai navarretia,Dicots,PDPLM0C130,None,None,G2,S2,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,10,72991,72070,20080531,20080531,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),567,34.42206,-119.26769,Zone-11 N3811287 E291604,"T04N, R23W, Sec. 14, SW (S)","SAN ANTONIO HILL ALONG CREEK RD NEAR THE CONFLUENCE OF SAN ANTONIO CREEK AND LION CREEK, S OF OJAI.","MAPPED ACCORDING TO DIGITAL DATA SUBMITTED BY MAGNEY IN 2008. POPULATION IS ON APN 0330130105, MILNER TRUST PROPERTY.",MEADOW.,,,UNKNOWN NUMBER OF PLANTS SEEN IN 2008.,PVT,8/27/2008 12:00:00 AM,Matilija (3411943),11,291604,3811287
116,Navarretia ojaiensis,Ojai navarretia,Dicots,PDPLM0C130,None,None,G2,S2,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,11,74332,73366,19480615,19480615,N,X-None,Extirpated,Circular feature with a 300 meter radius (1/5 mile),50,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942) | Matilija (3411943),1000,34.45981,-119.25231,Zone-11 N3815443 E293112,"T04N, R23W, Sec. 02, NE (S)","BETWEEN CALIFORNIA PREP SCHOOL AND OJAI, MOUNT PINOS REGION.",MAPPED ACCORDING TO INFORMATION FROM MAGNEY (2008 & 2009) REGARDING THE LOCATION OF THE CALIFORNIA PREPARATORY SCHOOL THAT POLLARD TAUGHT AT IN THE LATE 1940S.,MEADOW.,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1948 POLLARD COLLECTION. MAGNEY (2009) NOTES THAT THIS POPULATION IS EXTIRPATED; IT IS NOW PART OF THE DEL ORO TRACT.,PVT,1/12/2009 12:00:00 AM,Matilija (3411943),11,293112,3815443
117,Calochortus plummerae,Plummer's mariposa-lily,Monocots,PMLIL0D150,None,None,G4,S4,4.2,SB_RSABG-Rancho Santa Ana Botanic Garden,196,78448,77493,20080628,20080628,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),1500,34.46884,-119.23116,Zone-11 N3816401 E295076,"T05N, R22W, Sec. 31, SW (S)","0.4 AIR MILE WEST OF THE INTERSECTION OF GRIDLEY ROAD AND HERMITAGE ROAD, NORTH OF OJAI.","TWO COLONIES ALONG RIDGELINE NEAR FOOTHILL TRAIL, IN THE NW 1/4 OF THE SW 1/4 OF SECTION 31.",,,,1 PLANT OBSERVED IN EASTERN COLONY AND 4 PLANTS OBSERVED IN WESTERN COLONY IN 2008.,UNKNOWN,12/3/2009 12:00:00 AM,Ojai (3411942),11,295076,3816401
