"","OBJECTID","Institution_Code","Catalog_Number","Scientific.Name","Collector","Collector_Num_Prefix","Collector_Num","Collector_Num_Suffix","early_J_date","late_J_date","Date_Collected","County","Elevation","Locality","Latitude","Longitude","Datum","Link_Back","Column1","Common.Name","Family","Lifeform","CRPR","GRank","SRank","CESA","FESA","Blooming.Period","Habitat","Micro.Habitat","Elevation.Low..m.","Elevation.Low..ft.","Elevation.High..m.","Elevation.High..ft.","CA.Endemic","States","Counties","Quads","EO.Total","EO.A","EO.B","EO.C","EO.D","EO.X","EO.U","EO.Historical","EO.Recent","EO.Extant","EO.Possibly.Extirpated","EO.Extirpated","Notes","Full.Scientific.Name","Synonyms","Element.Code","USDA.PLANTS.Symbol","Flora.Status","CBR.Reason","Date.Added","Date.Changed","Last.Update","X"
"92",4855,"SBBG","SBBG81499","Calochortus palmeri var. palmeri","E. R. Blakley","",7293,"",2444756,2444756,"31-May-1981","Santa Barbara","","Escondido Cyn, SW of Juncal Dam",34.48,-119.564,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG81499"" target=""_blank"">View Details</a>",NA,"Palmer's mariposa lily","Liliaceae","perennial bulbiferous herb","1B.2","G3T2","S2","None","None","Apr-Jul","Chaparral, Lower montane coniferous forest, Meadows and seeps","mesic",710,2325,2390,7840,TRUE,"","KRN, LAX, RIV, SBA, SBD, SLO, VEN","Toro Peak (3311654), Butterfly Peak (3311655), Beaumont (3311688), San Gorgonio Mtn. (3411617), Rimrock (3411625), Onyx Peak (3411626), Moonridge (3411627), Big Bear Lake (3411628), Big Bear City (3411637), Fawnskin (3411638), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Butler Peak (3411731), Lake Arrowhead (3411732), Silverwood Lake (3411733), Cajon (3411734), Valyermo (3411747), Juniper Hills (3411748), Chilao Flat (3411831), Condor Peak (3411832), Mint Canyon (3411844), Newhall (3411845), Sleepy Valley (3411853), Green Valley (3411854), Alamo Mountain (3411868), La Liebre Ranch (3411876), Lebec (3411877), Frazier Mtn. (3411878), Winters Ridge (3411886), Carpinteria (3411945), Topatopa Mountains (3411951), Lion Canyon (3411952), Wheeler Springs (3411953), San Rafael Mtn. (3411967), Figueroa Mtn. (3411968), Cuddy Valley (3411971), Hurricane Deck (3411977), Tehachapi South (3511814), Tehachapi NE (3511823), Tehachapi North (3511824), Arvin (3511827), Claraville (3511843), Piute Peak (3511844), Breckenridge Mtn. (3511845), Woolstalf Creek (3511853), Lake Isabella South (3511854), Lake Isabella North (3511864), Kernville (3511874), Los Machos Hills (3512022), Caldwell Mesa (3512023), La Panza (3512032), Pozo Summit (3512033), Camatta Canyon (3512053)",111,12,16,12,0,0,71,27,84,111,0,0,"Threatened by development, grazing, non-native plants, recreational activities, and vehicles.  See Proceedings of the American Academy of Arts and Sciences 14:266 (1879) for original description, and Annals of the Missouri Botanical Garden 27:459 (1940) for taxonomic treatment.","Calochortus palmeri Wats. var. palmeri","","PMLIL0D122","CAPAP4",NA,NA,"1994-01-01","","2014-07-30",NA
"93",4901,"CAS-BOT-BC","CAS-BOT-BC217507","Galium cliftonsmithii","Gwendolan Newell","s.n.",NA,"",2419981,2419981,"Aug. 1913","Santa Barbara","","San Ysidro Ranch, mountains adjacent to Santa Barbara",34.4474,-119.6233,"Terrain Nav. v. 8.7 (copied from CAS1400)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC217507"" target=""_blank"">View Details</a>",NA,"Santa Barbara bedstraw","Rubiaceae","perennial herb","4.3","G4","S4","None","None","May-Jul","Cismontane woodland","",200,655,1220,4005,TRUE,"","LAX, MNT, SBA, SLO, VEN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See Brittonia 10:183 (1958) for original description, and Flora of California 4(2):44 (1979) by L. Dempster for taxonomic treatment.","Galium cliftonsmithii (Dempster) Dempster & Steb.","","PDRUB0N0J0","GACL2",NA,NA,"1974-01-01","","2010-03-15",NA
"94",4925,"SBBG","SBBG67664","Polygala cornuta var. fishiae","H. M. Pollard","",NA,"",2431610,2431610,"3-Jun-1945","Ventura","","Ventura River, W of Ojai",34.451,-119.291,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG67664"" target=""_blank"">View Details</a>",NA,"Fish's milkwort","Polygalaceae","perennial deciduous shrub","4.3","G5T4","S4","None","None","May-Aug","Chaparral, Cismontane woodland, Riparian woodland","",100,325,1000,3280,FALSE,"BA","LAX, ORA, RIV, SBA, SDG, VEN","Barrett Lake (3211666), Dulzura (3211667), Viejas Mountain (3211676), Alpine (3211677), San Pasqual (3311618), Mesa Grande (3311627), Rodriquez Mtn. (3311628), Palomar Observatory (3311637), Boucher Hill (3311638), Las Pulgas Canyon (3311734), Pechanga (3311741), Temecula (3311742), Fallbrook (3311743), Margarita Peak (3311744), San Clemente (3311745), Murrieta (3311752), Wildomar (3311753), Sitton Peak (3311754), Santiago Peak (3311765), Corona South (3311775), Black Star Canyon (3311776), Ojai (3411942)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Includes P. cornuta var. pollardii.","Polygala cornuta Kell. var. fishiae (Parry) Jeps.","Polygala cornuta var. pollardii","PDPGL020B2","POCOF",NA,NA,"1974-01-01","","2010-03-15",NA
"95",4974,"SBBG","SBBG57720","Calochortus fimbriatus","H. M. Pollard","",NA,"",2432010,2432010,"8-Jul-1946","Ventura","","near Kennedy Cyn",34.469,-119.301,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG57720"" target=""_blank"">View Details</a>",NA,"late-flowered mariposa lily","Liliaceae","perennial bulbiferous herb","1B.3","G3","S3","None","None","Jun-Aug","Chaparral, Cismontane woodland, Riparian woodland","often serpentinite",275,900,1905,6250,TRUE,"","KRN, LAX, MNT, SBA, SLO, VEN","Santa Susana (3411836), Fillmore (3411848), Black Mtn. (3411867), Ventura (3411933), Santa Paula Peak (3411941), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Lion Canyon (3411952), Wheeler Springs (3411953), Old Man Mountain (3411954), Little Pine Mtn. (3411956), San Marcos Pass (3411957), Lake Cachuma (3411958), Sawmill Mountain (3411972), New Cuyama (3411986), Sacate (3412043), Santa Ynez (3412051), Solvang (3412052), Santa Rosa Hills (3412053), Pebblestone Shut-in (3512161), Burnett Peak (3512172), Burro Mountain (3512173), Villa Creek (3512174), Alder Peak (3512183), Cape San Martin (3512184)",93,2,26,7,5,0,53,28,65,93,0,0,"Threatened by grazing, development, road maintenance, and fire suppression.  See Proceedings of the California Academy of Sciences III 2:133 (1901) for original description.","Calochortus fimbriatus H.P. McDonald","Calochortus weedii var. vestus","PMLIL0D1J2","",NA,NA,"1994-01-01","","2012-10-26",NA
"96",5017,"SBBG","SBBG39092","Streptanthus campestris","H. M. Pollard","",NA,"",2432719,2432719,"16-Jun-1948","Ventura","1371 m","Ocean View Trail near Divide Pk",34.479,-119.4375,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG39092"" target=""_blank"">View Details</a>",NA,"southern jewelflower","Brassicaceae","perennial herb","1B.3","G3","S3","None","None","(Apr)May-Jul","Chaparral, Lower montane coniferous forest, Pinyon and juniper woodland","rocky",900,2950,2300,7545,FALSE,"BA","IMP, LAX, RIV, SBA, SBD, SDG, VEN","Tierra Del Sol (3211653), Campo (3211654), In-ko-pah Gorge (3211661), Jacumba (3211662), Live Oak Springs (3211663), Cameron Corners (3211664), Morena Reservoir (3211665), Sombrero Peak (3211673), Mount Laguna (3211674), Descanso (3211675), Monument Peak (3211684), Cuyamaca Peak (3211685), Tule Springs (3211686), Whale Peak (3311613), Earthquake Valley (3311614), Julian (3311615), Tubb Canyon (3311624), Bucksnort Mtn. (3311645), Toro Peak (3311654), Butterfly Peak (3311655), Palm View Peak (3311665), Idyllwild (3311666), Palm Springs (3311675), San Jacinto Peak (3311676), Forest Falls (3411618), Yucca Valley North (3411624), Rimrock (3411625), Onyx Peak (3411626), Moonridge (3411627), Big Bear Lake (3411628), Yucaipa (3411711), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Warm Springs Mountain (3411855), Lake Hughes (3411864), Burnt Peak (3411865), White Ledge Peak (3411944), Madulce Peak (3411965)",65,0,1,1,1,0,62,29,36,65,0,0,"See Proceedings of the American Academy of Arts and Sciences 25:125 (1890) for original description.","Streptanthus campestris Wats.","","PDBRA2G0B0","STCA4",NA,NA,"1994-01-01","","2015-11-04",NA
"97",5030,"SBBG","SBBG36738","Suaeda taxifolia","H. M. Pollard","",NA,"",2438160,2438160,"10-May-1963","Ventura","","E of Pierpont Inn; Ventura",34.274,-119.278,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG36738"" target=""_blank"">View Details</a>",NA,"woolly seablite","Chenopodiaceae","perennial evergreen shrub","4.2","G4","S4","None","None","Jan-Dec","Coastal bluff scrub, Coastal dunes, Marshes and swamps (margins of coastal salt)","",0,0,50,165,FALSE,"BA, GU","ANA, LAX, ORA, SBA, SBR, SCM, SCT, SCZ, SDG, SLO, SNI, SRO, VEN","La Jolla (3211772), Del Mar (3211782), San Clemente Island North (3211885), San Onofre Bluff (3311735), San Clemente (3311745), Dana Point (3311746), San Pedro (3311863), Venice (3311884), San Nicolas Island (3311924), Anacapa Island (3311983), Point Mugu (3411911), Camarillo (3411921), Oxnard (3411922), Ventura (3411933), Pitas Point (3411934)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possibly threatened by urbanization, illegal dumping, and non-native plants.  See North American Flora 21:91 (1916) for original description.","Suaeda taxifolia (Standl.) Standl.","","PDCHE0P0L0","SUTA2",NA,NA,"1994-01-01","","2013-05-09",NA
"98",5042,"SBBG","SBBG13982","Calochortus fimbriatus","E. R. Blakley","",2410,"",2436414,2436414,"29-Jul-1958","Santa Barbara","304 m","Rattlesnake Cyn; Santa Barbara",34.4575,-119.6915,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG13982"" target=""_blank"">View Details</a>",NA,"late-flowered mariposa lily","Liliaceae","perennial bulbiferous herb","1B.3","G3","S3","None","None","Jun-Aug","Chaparral, Cismontane woodland, Riparian woodland","often serpentinite",275,900,1905,6250,TRUE,"","KRN, LAX, MNT, SBA, SLO, VEN","Santa Susana (3411836), Fillmore (3411848), Black Mtn. (3411867), Ventura (3411933), Santa Paula Peak (3411941), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Lion Canyon (3411952), Wheeler Springs (3411953), Old Man Mountain (3411954), Little Pine Mtn. (3411956), San Marcos Pass (3411957), Lake Cachuma (3411958), Sawmill Mountain (3411972), New Cuyama (3411986), Sacate (3412043), Santa Ynez (3412051), Solvang (3412052), Santa Rosa Hills (3412053), Pebblestone Shut-in (3512161), Burnett Peak (3512172), Burro Mountain (3512173), Villa Creek (3512174), Alder Peak (3512183), Cape San Martin (3512184)",93,2,26,7,5,0,53,28,65,93,0,0,"Threatened by grazing, development, road maintenance, and fire suppression.  See Proceedings of the California Academy of Sciences III 2:133 (1901) for original description.","Calochortus fimbriatus H.P. McDonald","Calochortus weedii var. vestus","PMLIL0D1J2","",NA,NA,"1994-01-01","","2012-10-26",NA
"99",5089,"CAS-BOT-BC","CAS-BOT-BC167823","Polygala cornuta var. fishiae","Mrs. E. C. Van Dyke","s.n.",NA,"",2425429,2425429,"July 1928","Santa Barbara","","Canyon back of Carpinteria",34.4202,-119.5055,"Terrain Nav. v. 8.7 USGS 1:24000 (copied from CAS157335)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC167823"" target=""_blank"">View Details</a>",NA,"Fish's milkwort","Polygalaceae","perennial deciduous shrub","4.3","G5T4","S4","None","None","May-Aug","Chaparral, Cismontane woodland, Riparian woodland","",100,325,1000,3280,FALSE,"BA","LAX, ORA, RIV, SBA, SDG, VEN","Barrett Lake (3211666), Dulzura (3211667), Viejas Mountain (3211676), Alpine (3211677), San Pasqual (3311618), Mesa Grande (3311627), Rodriquez Mtn. (3311628), Palomar Observatory (3311637), Boucher Hill (3311638), Las Pulgas Canyon (3311734), Pechanga (3311741), Temecula (3311742), Fallbrook (3311743), Margarita Peak (3311744), San Clemente (3311745), Murrieta (3311752), Wildomar (3311753), Sitton Peak (3311754), Santiago Peak (3311765), Corona South (3311775), Black Star Canyon (3311776), Ojai (3411942)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Includes P. cornuta var. pollardii.","Polygala cornuta Kell. var. fishiae (Parry) Jeps.","Polygala cornuta var. pollardii","PDPGL020B2","POCOF",NA,NA,"1974-01-01","","2010-03-15",NA
"100",5091,"CAS-BOT-BC","CAS-BOT-BC79359","Quercus dumosa","Henry M. Pollard","s.n.",NA,"",2436799,2436799,"August 18, 1959","Santa Barbara","","below Las Canoas Road on N side of Rancheros Tract",34.457,-119.6929,"Terrain Nav. v. 8.7; USGS 1:24,000 (copied from CAS451752)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC79359"" target=""_blank"">View Details</a>",NA,"Nuttall's scrub oak","Fagaceae","perennial evergreen shrub","1B.1","G3","S3","None","None","Feb-Apr(May-Aug)","Closed-cone coniferous forest, Chaparral, Coastal scrub","sandy, clay loam",15,45,400,1310,FALSE,"BA","LAX, ORA, SBA, SDG, VEN","Otay Mountain (3211657), Otay Mesa (3211658), Dulzura (3211667), Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), Imperial Beach (3211751), National City (3211761), Point Loma (3211762), La Mesa (3211771), La Jolla (3211772), Poway (3211781), Del Mar (3211782), Escondido (3311711), Rancho Santa Fe (3311712), Encinitas (3311713), San Marcos (3311722), San Luis Rey (3311723), Oceanside (3311724), Las Pulgas Canyon (3311734), Margarita Peak (3311744), Dana Point (3311746), Canada Gobernadora (3311755), San Juan Capistrano (3311756), Laguna Beach (3311757), Hollywood (3411813), Beverly Hills (3411814), Triunfo Pass (3411818), Newbury Park (3411828), White Ledge Peak (3411944), Carpinteria (3411945), Santa Barbara (3411946)",180,11,14,14,3,3,135,47,133,177,1,2,"Threatened by development, fire suppression, and vegetation/fuels management.  Possibly threatened by hybridization with Q. berberidifolia.  Widespread scrub oak from much of cismontane CA, previously called Q. dumosa, is now Q. berberidifolia.","Quercus dumosa Nutt.","","PDFAG050D0","QUDU",NA,NA,"1994-01-01","","2012-05-17",NA
"101",5155,"SBBG","SBBG125712","Eriogonum elegans","R. Burgess, P. Munro","",5230,"",2452447,2452447,"21-Jun-2002","Ventura","1447 m","Dry Lakes Ridge, grassy borders of first potrero",34.5454,-119.2601,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG125712"" target=""_blank"">View Details</a>",NA,"elegant wild buckwheat","Polygonaceae","annual herb","4.3","G4G5","S4S5","None","None","May-Nov","Cismontane woodland, Valley and foothill grassland","Usually sandy or gravelly, often washes, sometimes roadsides",200,655,1525,5005,TRUE,"","MNT, SBA, SBT, VEN","Dos Pueblos Canyon (3411948), Wheeler Springs (3411953), Lockwood Valley (3411961), Reyes Peak (3411963), Rancho Nuevo Creek (3411964), Lompoc (3412064), San Miguel (3512076), Bradley (3512077), Parkfield (3512084), Stockdale Mountain (3512085), Smith Mountain (3612015), San Benito Mtn. (3612036), Bear Canyon (3612113), Lopez Point (3612115), Reliz Canyon (3612123), Bickmore Canyon (3612152), Seaside (3612157), Panoche Pass (3612161), Tres Pinos (3612173)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Similar to E. baileyi.  See Pittonia 2:161-216 (1891) for original description.","Eriogonum elegans Greene","","PDPGN081Y0","EREL8",NA,NA,"2011-12-19","","2019-03-26",NA
"102",5184,"RSA","RSA127404","Sagittaria sanfordii","Henry M. Pollard","s.n.",NA,"",2434202,2434202,"1952-07-08","Ventura","","Mirror Lake, Ojai Valley.",34.423,-119.289,"NAD83","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA127404"" target=""_blank"">View Details</a>",NA,"Sanford's arrowhead","Alismataceae","perennial rhizomatous herb (emergent)","1B.2","G3","S3","None","None","May-Oct(Nov)","Marshes and swamps (assorted shallow freshwater)","",0,0,650,2135,TRUE,"","BUT, DNT, ELD, FRE, MER, MPA, MRN, NAP, ORA, PLA, SAC, SBD, SHA, SJQ, SOL, TEH, TUL, VEN, YUB","Newport Beach (3311768), Cucamonga Peak (3411725), Matilija (3411943), Ivanhoe (3611942), Monson (3611943), Orange Cove South (3611953), Reedley (3611954), Orange Cove North (3611963), Wahtoke (3611964), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Friant (3611986), Jamesan (3612062), Mendota Dam (3612073), Delta Ranch (3712016), Los Banos (3712017), Turner Ranch (3712026), Owens Reservoir (3712032), Merced (3712034), Atwater (3712035), Stevinson (3712037), Gustine (3712038), Yosemite Lake (3712044), Lathrop (3712173), Stockton West (3712183), Waterloo (3812112), Thornton (3812124), Isleton (3812125), Rio Vista (3812126), Galt (3812133), Bruceville (3812134), Courtland (3812135), Liberty Island (3812136), Carbondale (3812141), Sloughhouse (3812142), Elk Grove (3812143), Florin (3812144), Folsom SE (3812151), Carmichael (3812153), Sacramento East (3812154), Clarksville (3812161), Citrus Heights (3812163), Rio Linda (3812164), Nicolaus (3812185), Inverness (3812217), Yountville (3812243), Gridley (3912136), Biggs (3912146), Berry Creek (3912164), Richardson Springs NW (3912188), Dales (4012231), Bend (4012232), Tuscan Buttes Ne (4012241), Project City (4012263), Whiskeytown (4012265), Crescent City (4112472)",126,14,35,29,4,9,35,47,79,117,8,1,"Extirpated from southern California, and mostly extirpated from the Central Valley.  Several SAC Co. occurrences not relocated during fieldwork in 2005.  Threatened by grazing, development, recreational activities, non-native plants, road widening, and channel alteration and maintenance.  See Pittonia 2:158 (1890) for original description.","Sagittaria sanfordii Greene","","PMALI040Q0","SASA2",NA,NA,"1984-01-01","","2012-11-06",NA
"103",5239,"SBBG","SBBG84975","Eriogonum elegans","C. F. Smith","",9008,"",2439019,2439019,"15-Sep-1965","Ventura","","old Hwy maintenance Stn along Hwy 399, S of Sespe Gorge",34.565,-119.263,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG84975"" target=""_blank"">View Details</a>",NA,"elegant wild buckwheat","Polygonaceae","annual herb","4.3","G4G5","S4S5","None","None","May-Nov","Cismontane woodland, Valley and foothill grassland","Usually sandy or gravelly, often washes, sometimes roadsides",200,655,1525,5005,TRUE,"","MNT, SBA, SBT, VEN","Dos Pueblos Canyon (3411948), Wheeler Springs (3411953), Lockwood Valley (3411961), Reyes Peak (3411963), Rancho Nuevo Creek (3411964), Lompoc (3412064), San Miguel (3512076), Bradley (3512077), Parkfield (3512084), Stockdale Mountain (3512085), Smith Mountain (3612015), San Benito Mtn. (3612036), Bear Canyon (3612113), Lopez Point (3612115), Reliz Canyon (3612123), Bickmore Canyon (3612152), Seaside (3612157), Panoche Pass (3612161), Tres Pinos (3612173)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Similar to E. baileyi.  See Pittonia 2:161-216 (1891) for original description.","Eriogonum elegans Greene","","PDPGN081Y0","EREL8",NA,NA,"2011-12-19","","2019-03-26",NA
"104",5273,"SBBG","SBBG59128","Imperata brevifolia","H. M. Pollard","",NA,"",2432521,2432551,"-Dec-1947","Ventura","","Matilija Cyn",34.499,-119.3,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG59128"" target=""_blank"">View Details</a>",NA,"California satintail","Poaceae","perennial rhizomatous herb","2B.1","G4","S3","None","None","Sep-May","Chaparral, Coastal scrub, Mojavean desert scrub, Meadows and seeps (often alkali), Riparian scrub","mesic",0,0,1215,3985,FALSE,"AZ, BA, NM, NV, SO, TX, UT","BUT, FRE, IMP, INY, KRN, LAK, LAX, ORA, RIV, SBD, TEH, TUL, VEN","Calexico (3211564), Heber (3211565), Blythe NE (3311465), McCoy Wash (3311466), Palm Springs (3311675), San Jacinto (3311678), White Water (3311686), Canada Gobernadora (3311755), Yucaipa (3411711), Redlands (3411712), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Glendora (3411727), Azusa (3411728), Condor Peak (3411832), Matilija (3411943), Wheeler Springs (3411953), Gosford (3511931), Furnace Creek (3611647), Nevares Peak (3611657), Panamint Butte (3611743), Craig Canyon (3611767), East of Tin Mountain (3611783), Visalia (3611933), Reedley (3611954), Wahtoke (3611964), Malaga (3611966), Fresno South (3611967), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Scottys Castle (3711713), Whispering Pines (3812276), Clearlake Highlands (3812286), Paradise West (3912176), Richardson Springs (3912177), Campbell Mound (3912187)",32,0,0,0,1,0,31,25,7,32,0,0,"Many collections old; need field surveys.  Records from BUT, THE, and LAK counties may represent escapes from ornamental plantings.  Threatened by development and agriculture.  Mistakenly classified as a noxious weed in California from 1960 to 2004.  See Bulletin of the Torrey Botanical Club 13: 26 (1886) for original description.","Imperata brevifolia Vasey","","PMPOA3D020","IMBR2",NA,NA,"2006-12-26","","2013-06-12",NA
